id,program_id,order,code,website,enacted,enactedtext,effective,effectivetext,expired,expiredtext,file_key,file_name
4266,5813,,"Tennessee Annotated Code 67-4-2109",https://law.justia.com/codes/tennessee/2019/title-67/chapter-4/part-21/section-67-4-2109/,,,,,,,,
4268,5814,,"PSC Order 87082 establishing post 2015 energy efficiency goals",http://167.102.231.189/wp-content/uploads/Order-No.-87082-Case-Nos.-9153-9157-9362-EmPOWER-MD-Energy-Efficiency-Goal-Allocating-and-Cost-Effectiveness.pdf,,,,,,,,
4278,133,,"Energy & Environment Legal, et al v. Epel, et al",https://www.ca10.uscourts.gov/opinions/14/14-1216.pdf,"2015-07-13 04:00:00",,"2015-07-13 04:00:00",,,,,
4279,5777,,"Order No. 2015-515",https://dms.psc.sc.gov/Attachments/Order/dbb72c34-a7f7-420d-b613-344500a4836d,"2015-07-15 04:00:00",,"2015-01-01 05:00:00",,"2020-12-31 05:00:00",,,
4291,4206,,"Sustainable DC Ameendment Act of 2012 (includes Energy Efficiency Financing Amendment Act of 2012)",http://green.dc.gov/sites/default/files/dc/sites/ddoe/publication/attachments/Amended%20Energy%20Efficiency%20Financing%20Act%20of%202010.pdf,"2013-01-16 05:00:00",,"2013-04-20 04:00:00",,,,,
4292,4206,,"Energy Efficiency Financing Act of 2010",http://green.dc.gov/sites/default/files/dc/sites/ddoe/publication/attachments/ENROLLED_Energy_Efficiency_Financing_Act_of_2010_B18-580.pdf,"2010-05-30 04:00:00",,,,,,,
4303,1873,,"10 MRSA §9721 et seq.",http://www.mainelegislature.org/legis/statutes/10/title10ch1103sec0.html,,"2007, subsequently amended",,,,,,
4304,5778,,"Order No. 2015-514",https://dms.psc.sc.gov/Attachments/Order/4b5f3cc7-f0d8-4945-9a09-346c46f99889,"2015-07-15 04:00:00",,"2015-01-01 05:00:00",,"2020-12-31 05:00:00",,,
4305,271,,"H.B. 15-1377",http://www.leg.state.co.us/clics/clics2015a/csl.nsf/fsbillcont3/609732AB94C8A06087257E180050C848?open&file=1377_enr.pdf,"2015-05-19 04:00:00",,"2015-08-05 04:00:00",,,,,
4306,4515,,"CPUC Decision 14-10-046",http://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M129/K228/129228024.pdf,"2014-10-16 04:00:00",,,,,,,
4307,407,,"CPUC Decision 12-05-037",http://docs.cpuc.ca.gov/word_pdf/FINAL_DECISION/167664.pdf,,,,,,,,
4308,407,,"CPUC Decision 14-10-046",http://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M129/K228/129228024.pdf,,,,,,,,
4309,5825,,"MCL § 460.911 et seq.",http://www.legislature.mi.gov/%28S%28fsjjuj55t0lwad45okgsmn55%29%29/mileg.aspx?page=getObject&objectName=mcl-Act-242-of-2009,"2010-01-08 05:00:00",,,,,,,
4311,946,,"H.F. 548",https://legiscan.com/IA/text/HF548/id/1212552/Iowa-2015-HF548-Enrolled.html,"2015-05-01 04:00:00",,"2015-07-01 04:00:00",,,,,
4312,946,,"199 IAC 45",https://www.legis.iowa.gov/docs/iac/chapter/02-12-2020.199.45.pdf,"2010-06-16 04:00:00",,"2010-07-21 04:00:00",,,,,
4314,5513,,"10 V.S.A. § 280cc to § 280dd",http://legislature.vermont.gov/statutes/chapter/10/012,"2013-06-17 04:00:00",,"2013-06-17 04:00:00",,,,,
4316,5512,,"10 V.S.A. § 280cc to § 280dd",http://legislature.vermont.gov/statutes/chapter/10/012,"2013-06-17 04:00:00",,"2013-06-17 04:00:00",,,,,
4318,5514,,"10 V.S.A. § 280cc to § 280dd",http://legislature.vermont.gov/statutes/chapter/10/012,"2013-06-17 04:00:00",,"2013-06-17 04:00:00",,,,,
4320,5511,,"10 V.S.A. § 280cc to § 280dd",http://legislature.vermont.gov/statutes/chapter/10/012,"2013-06-17 04:00:00",,"2013-06-17 04:00:00",,,,,
4325,4979,,"CPUC Decision 14-11-042",http://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M143/K313/143313500.PDF,"2014-11-20 05:00:00",,,,,,,
4327,3917,,"2013-00263: Order Adopting Rule",,"2013-08-21 04:00:00",,,,,,uploads/programs/3917/1444851758/69bd5d8a-e3ea-449e-a1f1-2f325171b483.docx,"2013-00263 Order adopting Ch 324.docx"
4331,1823,,"Alabama Code  §§41-23-80 through 85",http://alisondb.legislature.state.al.us/alison/codeofalabama/1975/41-23-80.htm,,,,,,,,
4334,5833,,"C.R.S. 39-30-104",http://www.lexisnexis.com/hottopics/Colorado/,,,,,,,,
4347,5834,,"Executive Order- 36: Continuing Qualified Energy Conservation Bonds",https://governor.virginia.gov/media/4371/eo-36-continuing-qualified-energy-conservation-bondsada.pdf,"2014-12-10 05:00:00",,"2014-12-10 05:00:00",,"2017-12-31 05:00:00",,,
4356,1132,,"ORS 469.040",https://www.oregonlegislature.gov/bills_laws/ors/ors469.html,,,,,,,,
4357,1132,,"ORS 469.673-469.683",https://www.oregonlegislature.gov/bills_laws/ors/ors469.html,,,,,,,,
4358,1132,,"OAR 330-061",http://arcweb.sos.state.or.us/pages/rules/oars_300/oar_330/330_061.html,,,"2015-10-01 04:00:00",,,,,
4359,4453,,"S.B. 808, 2015",http://www.oklegislature.gov/BillInfo.aspx?Bill=SB808&session=1500,"2015-04-17 04:00:00",,,,,,uploads/programs/4453/1447081456/e1ea5f1e-45c5-481d-af06-4dc2439e6c35.PDF,"SB808 ENR.PDF"
4363,4505,,"NO. PSC-14-0696-FOF-EU",http://www.floridapsc.com/library/FILINGS/14/06758-14/06758-14.pdf,"2014-12-16 05:00:00",,,,,,,
4364,4505,,"Document No. 06856-14",http://www.floridapsc.com/library/FILINGS/14/06856-14/06856-14.pdf,"2014-12-22 05:00:00",,,,,,,
4365,4505,,"Document No. 06888-14",http://www.floridapsc.com/library/FILINGS/14/06888-14/06888-14.pdf,"2014-12-29 05:00:00",,,,,,,
4386,5293,,"30 V.S.A. § 8010",http://legislature.vermont.gov/statutes/section/30/089/08010,,,,,,,,
4387,2964,,"Ordinance No. 2014-34",http://washingtoncity.org/power/forms/2014-34Amending-Net-Metering-Policy.pdf,,,,,,,,
4390,5837,,"SB 1149",https://www.oregonlegislature.gov/bills_laws/lawsstatutes/1999orLaw0865.html,"1999-07-23 04:00:00",,"1999-07-23 04:00:00",,,,,
4391,5837,,"OAR 330-140",http://arcweb.sos.state.or.us/pages/rules/oars_300/oar_330/330_140.html,,,,,,,,
4394,2401,,"PUC Order, Docket E-999/CI-04-1616",https://www.edockets.state.mn.us/EFiling/edockets/searchDocuments.do?method=showPoup&documentId={EA6738A9-EEB8-4BEC-BCBB-4F5815EEA723}&documentTitle=201410-103961-01,"2014-10-20 04:00:00",,"2014-10-20 04:00:00",,,,,
4401,807,,"PSB Rule 5.100 Appendix A",http://psb.vermont.gov/sites/psbnew/files/doc_library/rule-5100-appendix-a-tech-specs.pdf,,,,,,,,
4402,5209,,"32 V.S.A. § 8701",http://legislature.vermont.gov/statutes/section/32/215/08701,,,,,,,,
4403,2633,,"Oregon Laws 2015, Chapter 262",https://www.oregonlegislature.gov/bills_laws/lawsstatutes/2015orLaw0262.pdf,"2015-06-04 04:00:00",,"2015-10-05 04:00:00",,,,,
4427,5841,,"PSC Order in Docket No. 2011-AD-2",http://www.psc.state.ms.us/trinityview/mspsc.html?CASEYEAR=2011&CASENUM=2,"2015-12-03 05:00:00",,"2016-01-04 05:00:00",,,,uploads/programs/5841/1449284169/a29494ca-0fa4-4ecc-b3d1-6e6048ca4449.pdf,"PSC Final NetMetering Order.pdf"
4428,5842,,"PSC Order in Docket No. 2011-AD-2",http://www.psc.state.ms.us/trinityview/mspsc.html?CASEYEAR=2011&CASENUM=2,"2015-12-03 05:00:00",,"2016-01-04 05:00:00",,,,,
4431,5843,,"RI General Law  § 44-38",http://webserver.rilin.state.ri.us/Statutes/TITLE44/44-38/INDEX.HTM,,,,,,,,
4432,5418,,"Minn. Stat. § 216C.414",https://www.revisor.mn.gov/statutes/?id=216C.414,"2013-05-23 04:00:00",,,,,,,
4434,2807,,"R.I. Gen. Laws § 44-11 (Business Corporation tax)",http://webserver.rilin.state.ri.us/Statutes/TITLE44/44-11/INDEX.HTM,,,,,,,,
4435,5844,,"Ind. Code § 6-3-2-5",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwidrKW2lNzJAhXIOyYKHZgJDl4QFggiMAE&url=http%3A%2F%2Figa.in.gov%2Flegislative%2Flaws%2F2013%2Fic%2Ftitles%2F006%2Farticles%2F003%2Fchapters%2F002%2Fpdf&usg=AFQjCNHnMTL,"1978-01-01 05:00:00",,,,,,,
4436,5844,,"Information Bulletin #43",http://www.in.gov/dor/reference/files/ib43.pdf,"2010-03-01 05:00:00",,,,,,,
4447,5845,,"Executive Order 15-17",http://www.governor.ri.gov/documents/orders/ExecOrder15-17.pdf,"2015-12-08 05:00:00",,"2015-12-08 05:00:00",,,,,
4448,5845,,"RI General Law  § 23-84.1 (Resilient Rhode Island Act)",http://webserver.rilin.state.ri.us/BillText/BillText14/HouseText14/H7904.pdf,"2014-06-19 04:00:00",,"2014-07-02 04:00:00",,,,,
4451,5846,,"Executive Order 15-17",http://www.governor.ri.gov/documents/orders/ExecOrder15-17.pdf,,,"2015-12-08 05:00:00",,,,,
4452,5848,,"15 AAC 155.010",http://www.legis.state.ak.us/basis/aac.asp#15.155.010,,,,,,,,
4453,1497,,"15 AAC 155.210",http://www.legis.state.ak.us/basis/aac.asp#15.155.210,,,,,,,,
4454,2994,,"15 AAC 155.020",http://www.legis.state.ak.us/basis/aac.asp#15.155.020,,,,,,,,
4457,5849,,"Blue Ridge EMC Schedule R-NM",https://brenergy.s3.amazonaws.com/files/1/rate-sch/1.1.1_NMNetMetering%20updated%2010%2029%2019.pdf,"2015-04-30 04:00:00",,"2015-05-04 04:00:00",,,,,
4459,734,,"H.R. 1892 (Bipartisan Budget Act of 2018)",https://www.congress.gov/bill/115th-congress/house-bill/1892/text/eas2?q=%7B%22search%22%3A%5B%22bipartisan+budget+act+of+2018%22%5D%7D&r=1#toc-H2CA0A15EDA714CD3B7964CDED8037202,"2018-02-09 05:00:00",,,,,,,
4470,676,,"The Tax Cuts and Jobs Act of 2017",https://www.congress.gov/115/plaws/publ97/PLAW-115publ97.pdf,"2017-12-22 05:00:00",,,,,,,
4471,5808,,"Program Opportunity Notice PON-ENE-2015-029",,,,,,,,uploads/programs/5808/1451930205/bf612d77-13c6-4d32-824f-59516dd3d60c.doc,"MA Solar Canopy Grant Application.doc"
4472,372,,"Public Utilities Commission Final Order",http://pucweb1.state.nv.us/PDF/AxImages/DOCKETS_2015_THRU_PRESENT/2017-7/23611.pdf,"2017-09-01 04:00:00",,,,,,,
4476,4973,,"Santa Clara County Zoning Ordinance § 4.10.345 (Commercial Solar)",https://www.municode.com/library/ca/santa_clara_county/codes/code_of_ordinances?nodeId=TITCCODELAUS_APXIZO_ART4SUSTRE_CH4.10SUUSRE_S4.10.345SOENCOSYOM,,,,,,,,
4477,4973,,"Santa Clara County Zoning Ordinance § 4.20.020 M (Residential/Agricultural Wind/Solar )",https://www.municode.com/library/ca/santa_clara_county/codes/code_of_ordinances?nodeId=TITCCODELAUS_APXIZO_ART4SUSTRE_CH4.20SUDEST_S4.20.020ACBUST,,,,,,,,
4478,1274,,"IRS Form 5695: Residential Energy Credits",https://www.irs.gov/pub/irs-pdf/f5695.pdf,,,,,,,,
4479,1274,,"Instructions for IRS Form 5695: Residential Energy Credits",https://www.irs.gov/pub/irs-pdf/i5695.pdf,,,,,,,,
4480,1235,,"IRS Form 5695: Residential Energy Credits",https://www.irs.gov/pub/irs-pdf/f5695.pdf,,,,,,,,
4481,1235,,"Instructions for IRS Form 5695: Residential Energy Credits",https://www.irs.gov/pub/irs-pdf/i5695.pdf,,,,,,,,
4482,4689,,"PSC Docket 5-FE-100 Order",http://psc.wi.gov/apps40/dockets/content/detail.aspx?dockt_id=5-FE-100,"2015-10-13 04:00:00",,"2015-10-14 04:00:00",,,,,
4483,2085,,"PSC Docket 5-FE-100",http://psc.wi.gov/apps40/dockets/content/detail.aspx?dockt_id=5-FE-100,"2015-10-13 04:00:00",,"2015-10-14 04:00:00",,,,,
4484,5856,,"KRS § 278.465",http://www.lrc.ky.gov/statutes/statute.aspx?id=42953,,,,,,,,
4492,5857,,"EXECUTIVE ORDER NUMBER 39, Amendment Number 1",http://digital.archives.alabama.gov/cdm/ref/collection/executive/id/915/,"2016-01-22 05:00:00",,"2016-01-22 05:00:00",,,,,
4494,5859,,"Customer Generation Policies and Procedures",file:///C:/Users/bclips/Downloads/customer-service-policy-and-appendices.pdf,,,,,,,,
4504,262,,"PUC Order Docket No  L-2014-2404361",http://www.puc.state.pa.us/about_puc/consolidated_case_view.aspx?Docket=L-2014-2404361,"2015-10-27 04:00:00",,"2016-11-19 05:00:00",,"2016-11-19 05:00:00",,uploads/programs/262/1455897727/074f7dbf-89c2-4fb7-93f5-ded576231689.doc,1414766(1).doc
4515,65,,"PUC Order Docket No L-2014-2404361",http://www.puc.state.pa.us/about_puc/consolidated_case_view.aspx?Docket=L-2014-2404361,"2016-10-27 04:00:00",,"2016-11-19 05:00:00",,"2016-11-19 05:00:00",,,
4520,274,,"PUC Order Docket No L-2014-2404361",http://www.puc.state.pa.us/about_puc/consolidated_case_view.aspx?Docket=L-2014-2404361,"2016-10-27 04:00:00",,"2016-10-27 04:00:00",,,,,
4526,5860,,"PUC Order Authorizing the Clean Energy Fund Framework",http://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId={B23BE6D8-412E-4C82-BC58-9888D496D216},,,"2016-01-22 05:00:00",,,,,
4527,5861,,"PUC Order Authorizing the Clean Energy Fund Framework",http://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId={B23BE6D8-412E-4C82-BC58-9888D496D216},"2016-01-22 05:00:00",,"2016-01-22 05:00:00",,,,,
4549,4575,,"NY PSC Matter/Case No: 08-01130/08-E-1130",http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=27805&MNO=08-E-1130,"2008-09-22 04:00:00",,,,,,,
4550,4575,,"PSC order authorizing utility gas EE programs beginning January 2016",,"2015-06-19 04:00:00",,"2015-06-19 04:00:00",,,,uploads/programs/4575/1457465749/629a9be1-5384-48e7-90b5-f20ee3a8f18b.pdf,"PSC 2016 Gas Program Authorizing Order.pdf"
4551,4245,,"NY PSC EEPS Orders",http://www3.dps.ny.gov/W/PSCWeb.nsf/All/06F2FEE55575BD8A852576E4006F9AF7?OpenDocument,,,,,,,,
4553,3529,,"Utah Code 59-12-102",http://le.utah.gov/xcode/Title59/Chapter12/59-12-S102.html?v=C59-12-S102_2015051220150701,,,,,,,,
4554,5330,,"Utah Code 59-12-102",http://le.utah.gov/xcode/Title59/Chapter12/59-12-S102.html?v=C59-12-S102_2015051220150701,,,,,,,,
4555,2594,,"SB 1547",https://olis.leg.state.or.us/liz/2016R1/Downloads/MeasureDocument/SB1547/Enrolled,"2016-03-08 05:00:00",,"2016-03-08 05:00:00",,,,,
4558,4514,,"PUC Order Docket M-2014-2424864 ( Phase III  Implementation Order)",http://www.puc.state.pa.us/about_puc/consolidated_case_view.aspx?Docket=M-2014-2424864,"2015-06-11 04:00:00",,"2015-06-11 04:00:00",,,,,
4560,4132,,"Phase III of Act 129 Docket No:   M-2015-2514767 (",http://www.puc.state.pa.us/about_puc/search_results.aspx,,,,,,,,
4561,4133,,"Phase III of Act 129 Docket No:   M-2015-2514767 (",http://www.puc.state.pa.us/about_puc/search_results.aspx,,,,,,,,
4562,5867,,"HB 4037",https://olis.leg.state.or.us/liz/2016R1/Downloads/MeasureDocument/HB4037/Enrolled,,,,,,,,
4571,799,,"NY PSC Order, Case No 15-E-0557",http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=49021&MNO=15-E-0557,"2016-03-18 04:00:00",,"2016-03-18 04:00:00",,,,,
4572,4596,,"LA PSC General Order No. 09-20-2013 U-22739",http://lpscstar.louisiana.gov/star/ViewFile.aspx?Id=e81d68d0-0101-4c38-8b8a-8e2f0814d321,"2013-08-21 04:00:00",,"2013-08-21 04:00:00",,,,,
4575,2786,,"Idaho Code § 63-602JJ",https://legislature.idaho.gov/statutesrules/idstat/Title63/T63CH6/SECT63-602JJ/,,,,,,,,
4576,1277,,"Solar Renewable Energy Certificate Purchase Programs Tariff",https://www.pnm.com/documents/396023/396197/schedule_32.pdf/6da5a011-bf9f-4ebe-bdb7-f9d1559e097c,,,"2017-01-01 05:00:00",,,,,
4579,655,,"H 444",http://leg1.state.va.us/cgi-bin/legp504.exe?161+ful+CHAP0248+pdf,"2016-03-29 04:00:00",,"2016-03-29 04:00:00",,,,,
4580,4489,,"COPUC Decision No. R15-1292 (Black Hill Energy's Goals for 2016-2018)",https://www.dora.state.co.us/pls/efi/EFI_Search_UI.search,,,,,,,,
4581,5869,,"L.B. 1012",http://nebraskalegislature.gov/FloorDocs/104/PDF/Intro/LB1012.pdf,,,,,,,,
4586,638,,"SB 1507",https://olis.leg.state.or.us/liz/2016R1/Downloads/MeasureDocument/SB1507/Enrolled,"2016-03-10 05:00:00",,"2016-06-02 04:00:00",,,,,
4587,1855,,"N.J.A.C. 5:23-3",http://www.state.nj.us/dca/divisions/codes/codreg/pdf_regs/njac_5_23_3.pdf,"2016-04-04 04:00:00",,,,,,,
4590,2396,,"Murray City Power Net Metering Pilot Program Schedule",http://www.murray.utah.gov/DocumentCenter/Home/View/5809,,,"2006-07-01 04:00:00",,,,,
4591,4457,,"NH PUC Order No. 25,878",http://www.puc.nh.gov/Regulatory/CASEFILE/2010/10-212/ORDERS/10-212_2016-04-06_ORDER_25878.PDF,"2016-04-06 04:00:00",,,,,,,
4592,283,,"H.B. 1116",http://www.gencourt.state.nh.us/bill_status/billText.aspx?id=293&txtFormat=html,"2016-05-02 04:00:00",,"2016-05-02 04:00:00",,,,,
4593,283,,"S.B. 378",http://www.gencourt.state.nh.us/bill_status/billText.aspx?id=1013&txtFormat=html,"2016-05-02 04:00:00",,"2016-05-02 04:00:00",,,,,
4596,5370,,"ORS 315.331",https://www.oregonlegislature.gov/bills_laws/ors/ors315.html,,,,,,,,
4597,5371,,"ORS 315.331",https://www.oregonlegislature.gov/bills_laws/ors/ors315.html,,,,,,,,
4598,5407,,"Utah Code 11-17",http://le.utah.gov/xcode/Title11/Chapter17/11-17.html?v=C11-17_1800010118000101,,,,,,,,
4599,1923,,"North Dakota Code § 54.21.2-03",http://www.legis.nd.gov/cencode/t54c21-2.pdf,,,,,,,,
4600,1913,,"Utah Code 63A-5-701",http://le.utah.gov/xcode/Title63A/Chapter5/63A-5-S701.html?v=C63A-5-S701_2015051220150512,,,,,,,,
4601,1913,,"Utah Code 63A-5-601, et seq.",http://le.utah.gov/xcode/Title63A/Chapter5/63A-5-P6.html?v=C63A-5-P6_1800010118000101,,,,,,,,
4602,269,,"Docket No. E-00000D-93-0052, Decision No. 58643",http://images.edocket.azcc.gov/docketpdf/0000111147.pdf,"1994-06-01 04:00:00",,"1994-06-01 04:00:00",,,,,
4603,269,,"Docket No. E-01345A-94-0363, Decision No. 58873",http://edocket.azcc.gov/Docket/DocumentDetailSearch?docketId=1883,"1994-11-30 05:00:00",,"1994-11-30 05:00:00",,,,,
4604,2973,,"Guam Tropical Energy Code",http://www.guamenergy.com/wp-content/uploads/2015/07/Attachment-A_Guam-Tropical-Energy-Code-150630.pdf,,,,,,,,
4605,5209,,"32 V.S.A. § 3802(17)",http://legislature.vermont.gov/statutes/section/32/125/03802,,,,,,,,
4607,734,,"IRS Notice 2016-31",https://www.irs.gov/pub/irs-drop/n-16-31.pdf,,,,,,,,
4608,5680,,"Order Re 2020 Prices for the Standard-Offer Program",https://vermontstandardoffer.com/wp-content/uploads/2020/03/2020-RFP-FINAL-ORDER-3-4-20.pdf,"2020-03-04 05:00:00",,"2020-03-04 05:00:00",,,,,
4609,180,,"NAC 701A.500",http://www.leg.state.nv.us/nac/NAC-701A.html#NAC701ASec500,,,,,,,,
4610,1034,,"Docket No. RE-00000A-07-0609: Proposed Rulemaking Regarding Interconnection of Distributed Generation Facilities",http://edocket.azcc.gov/Docket/DocketDetailSearch?docketId=14454,,,,,,,,
4611,436,,"Utah Code 58-55-305(1)(o)",http://le.utah.gov/xcode/Title58/Chapter55/58-55-S305.html?v=C58-55-S305_1800010118000101,,,,,,,,
4612,436,,"Utah Code 58-55-301",http://le.utah.gov/xcode/Title58/Chapter55/58-55-S301.html?v=C58-55-S301_1800010118000101,,,,,,,,
4613,5878,,"CRS 32-20-101 et seq","http://www.lexisnexis.com/hottopics/colorado?source=COLO;CODE&tocpath=14RZ0BSC5W9TSGGR0,2PR0KF5QM8Q11DJSP,3UAUS47O29SSLVKRM;1WWL59SCPNWOMW4TM,2BSG0JRVSWOSNRRWS,3N2RMOEVOFJSDPEWS;1QRHO3VWN9GI65UUD,2XCP5FR2Q5UIKQ4HR,354HK8LU54WUYMOKA&shortheader=no",,,,,,,,
4615,2523,,"N.H. PUC Order No. 25,768",http://www.puc.nh.gov/Regulatory/Orders/2015orders/25768e.pdf,"2015-03-13 04:00:00",,"2015-03-13 04:00:00",,,,,
4616,2523,,"N.H. PUC Order No. 25,844",http://www.puc.nh.gov/Regulatory/Docketbk/2015/15-477/ORDERS/15-477_2015-12-02_ORDER_25844.PDF,"2015-12-02 05:00:00",,"2015-12-02 05:00:00",,,,,
4617,4515,,"CPUC Decision 15-10-028",http://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M155/K511/155511942.pdf,"2015-10-22 04:00:00",,,,,,,
4618,4108,,"NH PUC Order No. 25,092",http://www.puc.nh.gov/Regulatory/Orders/2010orders/25092e.pdf,"2010-04-21 04:00:00",,"2010-04-21 04:00:00",,,,,
4624,1830,,"Maryland Clean Energy Incentive Act of 2016",http://mgaleg.maryland.gov/2016RS/Chapters_noln/CH_594_sb0936e.pdf,"2016-05-19 04:00:00",,"2016-07-01 04:00:00",,"2018-12-31 05:00:00",,,
4626,1687,,"Maryland Clean Energy Incentive Act of 2016",http://mgaleg.maryland.gov/2016RS/Chapters_noln/CH_594_sb0936e.pdf,"2016-05-19 04:00:00",,"2016-07-01 04:00:00",,"2018-12-31 05:00:00",,,
4629,3533,,"H.B. 105",http://mgaleg.maryland.gov/2016RS/Chapters_noln/CH_535_hb0105t.pdf,"2016-05-19 04:00:00",,"2016-05-19 04:00:00",,,,,
4631,281,,"Order Adopting Emergency Regulations",http://web1.env.state.ma.us/DPU/FileRoomAPI/api/Attachments/Get/?path=16-64%2f1664_Order_51116.pdf,"2016-05-11 04:00:00",,"2016-05-11 04:00:00",,,,,
4633,5315,,"CA Government Code § 65850.5",http://www.leginfo.ca.gov/cgi-bin/displaycode?section=gov&group=65001-66000&file=65850-65863.13,"2014-09-21 04:00:00",,,,,,,
4634,5120,,"SB 366",https://www.cga.ct.gov/2016/ACT/pa/2016PA-00212-R00SB-00366-PA.htm,"2016-06-10 04:00:00",,"2016-06-10 04:00:00",,,,,
4636,5321,,"S.B. 366",https://www.cga.ct.gov/2016/ACT/pa/2016PA-00212-R00SB-00366-PA.htm,"2016-06-28 04:00:00",,"2016-06-10 04:00:00",,,,,
4646,1095,,"H.B. 7413",http://webserver.rilin.state.ri.us/BillText/BillText16/HouseText16/H7413A.pdf,"2016-06-27 04:00:00",,"2016-06-27 04:00:00",,"2035-12-31 05:00:00",,,
4647,5805,,"H.B. 8354",http://webserver.rilin.state.ri.us/BillText/BillText16/HouseText16/H8354A.pdf,"2016-06-27 04:00:00",,"2016-06-27 04:00:00",,,,,
4651,287,,"H.B. 8354",http://webserver.rilin.state.ri.us/BillText/BillText16/HouseText16/H8354A.pdf,"2016-06-27 04:00:00",,"2016-06-27 04:00:00",,,,,
4652,5056,,"H.B. 1053",http://lis.virginia.gov/cgi-bin/legp604.exe?161+ful+CHAP0517,"2016-03-29 04:00:00",,"2016-07-01 04:00:00",,,,,
4654,5841,,"H.B. 1139",http://billstatus.ls.state.ms.us/documents/2016/pdf/HB/1100-1199/HB1139SG.pdf,"2016-04-07 04:00:00",,"2016-07-01 04:00:00",,,,,
4656,1824,,"§ 57-39-21 Energy efficiency standards for buildings",http://www.lexisnexis.com/hottopics/mscode/,,,,,,,,
4657,1824,,"H.B. 906 Extended provision to 2019",http://billstatus.ls.state.ms.us/documents/2016/pdf/HB/0900-0999/HB0906SG.pdf,,,"2016-07-01 04:00:00",,"2019-07-01 04:00:00",,,
4663,2774,,"FERC Order 828 (Frequency and Voltage Ride Through)",http://www.ferc.gov/whats-new/comm-meet/2016/072116/E-11.pdf,"2016-07-21 04:00:00",,,,,,,
4667,5523,,"H.B. 8354",http://webserver.rilin.state.ri.us/BillText/BillText16/HouseText16/H8354A.pdf,"2016-06-27 04:00:00",,"2016-06-27 04:00:00",,,,,
4679,5882,,"R.I. Statutes §44-3-3 (a) (48-49)",http://webserver.rilin.state.ri.us/Statutes/TITLE44/44-3/44-3-3.HTM,,,"2016-06-27 04:00:00",,,,,
4680,5882,,"H.B. 8354",http://webserver.rilin.state.ri.us/BillText/BillText16/HouseText16/H8354A.pdf,"2016-06-27 04:00:00",,"2016-06-27 04:00:00",,,,,
4682,93,,"NY PSC Order, Case 15-E-0302, Order adopting Clean Energy Standard",http://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId={44C5D5B8-14C3-4F32-8399-F5487D6D8FE8},"2016-08-01 04:00:00",,"2016-08-01 04:00:00",,"2030-12-31 05:00:00",,,
4689,5883,,"PSC Order in Case No 15-E-0302, Establishing Clean Energy Standard",http://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId={44C5D5B8-14C3-4F32-8399-F5487D6D8FE8},"2016-08-01 04:00:00",,"2016-08-01 04:00:00",,"2030-12-31 05:00:00",,,
4693,4545,,"AR PSC Order No. 31, Docket 13-002-U",http://www.apscservices.info/pdf/13/13-002-U_226_1.pdf,"2015-12-17 05:00:00",,,,,,,
4702,5889,,"Sec. 8-14A. Energy performance standards for county buildings.",http://library.amlegal.com/nxt/gateway.dll/Maryland/montgom/partiilocallawsordinancesresolutionsetc/chapter8buildingsnote?f=templates$fn=altmain-nf.htm$q=[field%20folio-destination-name:%278-14A%27]$x=Advanced#JD_8-14A,"2006-11-28 05:00:00",,"2007-03-01 05:00:00",,,,,
4703,5888,,"H.B. 1115",http://lawfilesext.leg.wa.gov/biennium/2015-16/Pdf/Bills/House%20Passed%20Legislature/1115.PL.pdf,,,,,,,,
4708,5890,,"Sec. 8-24C. Expedited review process for a solar photovoltaic system.",http://library.amlegal.com/nxt/gateway.dll/Maryland/montgom/partiilocallawsordinancesresolutionsetc/chapter8buildingsnote?f=templates$fn=default.htm$3.0$vid=amlegal:montgomeryco_md_mc$anc=JD_8-24C,,,,,,,,
4709,5891,,"Executive Order 14-04",http://www.governor.wa.gov/sites/default/files/exe_order/eo_14-04.pdf,,,,,,,,
4710,5891,,"2015-2017 Biennial Capital Budget Section 1028",http://classic.commerce.wa.gov/Documents/Section-1028-from-1115.pdf,,,,,,,,
4711,5893,,"San Antonio, Texas - Unified Development Code",https://www2.municode.com/library/tx/san_antonio/codes/unified_development_code?nodeId=ARTIIIZO_DIV7SUUSRE_S35-398REENSY,,,,,,,,
4712,5894,,"City of Jacksonville, Florida Ordinance 2009-211-E",https://www.municode.com/library/fl/jacksonville/codes/code_of_ordinances?nodeId=TITVIIICOREBUCO_CH327SUBUPR,"2009-04-14 04:00:00",,,,,,,
