id,program_id,label,value,display_order,template_id
12964,3630,"Eligible System Size",,2,97
12965,3773,"Eligible System Size",,2,97
12966,4228,"Eligible System Size","Must be 1 - 5 nominal tons",2,97
12967,4387,"Eligible System Size","Minimum: 500 W (for small wind only)<br>
Maximum: No specific limit, but systems must be designed to serve only on-site energy needs",2,97
12968,4766,"Eligible System Size",,2,97
12969,4794,"Eligible System Size",,2,97
12970,3748,"Eligible System Size",,2,97
12971,3747,"Eligible System Size",,2,97
12972,3735,"Eligible System Size",,2,97
12973,3829,"Eligible System Size",,2,97
12974,4184,"Eligible System Size","Central Packaged/Split System Air Conditioning: 759,000 BTUH <br />
Central Packaged/Split System Air Source Heat Pumps: 759,000 BTUH<br />
Three Phase Electric Motors: 1 - 250 HP<br />
",2,97
12975,4464,"Eligible System Size","Commercial facilities with no demand charge (demand equal to or less than 50 kW), served by a participating distributor",2,97
12976,3749,"Eligible System Size","Burners: Equal to or less than 5MM Btu<br />",2,97
12977,3716,"Eligible System Size",,2,97
12978,3730,"Eligible System Size","System must supply between 50% and 80% of annual domestic hot water needs",2,97
12979,3755,"Eligible System Size",,2,97
12980,3788,"Eligible System Size",,2,97
12981,3858,"Eligible System Size",,2,97
12982,3947,"Eligible System Size",,2,97
12983,4234,"Eligible System Size",,2,97
12984,4244,"Eligible System Size","Prescriptive rebates listed in this table are available to all non-residential customers of the company who pay the systems benefits charge.<br>
Pre-approval is required for prescriptive applications with total rebate value greater than $10,000.",2,97
12985,4466,"Eligible System Size","Commercial facilities with no demand charge (demand equal to or less than 50 kW), served by a participating distributor",2,97
12986,4470,"Eligible System Size",,2,97
12987,4491,"Eligible System Size",,2,97
12988,4682,"Eligible System Size",,2,97
12989,3737,"Eligible System Size",,2,97
12990,3728,"Eligible System Size","Residential: Up to 167 kW-AC<br>
Commercial: No size limit",2,97
12991,3733,"Eligible System Size",,2,97
12992,3727,"Eligible System Size",,2,97
12993,4290,"Eligible System Size",,2,97
12994,3802,"Eligible System Size","10 tons (for residential, the rebate only covers the first 6 tons)",2,97
12995,4098,"Eligible System Size",,2,97
12996,4369,"Eligible System Size",,2,97
12997,4370,"Eligible System Size",,2,97
12998,4379,"Eligible System Size",,2,97
12999,4509,"Eligible System Size",,2,97
13000,4586,"Eligible System Size",,2,97
13001,4741,"Eligible System Size",,2,97
13002,5252,"Eligible System Size",,2,97
13003,3725,"Eligible System Size",,2,97
13004,3726,"Eligible System Size",,2,97
13005,3789,"Eligible System Size",,2,97
13006,4317,"Eligible System Size",,2,97
13007,4562,"Eligible System Size","Solar domestic hot water systems must be a minimum of 23,000 BTU/day with a 40 gallon storage tank.",2,97
13008,4994,"Eligible System Size","Minimum of 2kW
",2,97
13009,4594,"Eligible System Size","AEP Texas residential and business customers with units up to 25 tons.",2,97
13010,3784,"Eligible System Size",,2,97
13011,3787,"Eligible System Size",,2,97
13012,3827,"Eligible System Size",,2,97
13013,3828,"Eligible System Size",,2,97
13014,3851,"Eligible System Size",,2,97
13015,3852,"Eligible System Size",,2,97
13016,4429,"Eligible System Size",,2,97
13017,3793,"Eligible System Size",,2,97
13018,3794,"Eligible System Size",,2,97
13019,3796,"Eligible System Size",,2,97
13020,3797,"Eligible System Size",,2,97
13021,3934,"Eligible System Size",,2,97
13022,3803,"Eligible System Size",,2,97
13023,4644,"Eligible System Size",,2,97
13024,4430,"Eligible System Size","20 kW - 200 kW",2,97
13025,4431,"Eligible System Size",,2,97
13026,4901,"Eligible System Size",,2,97
13027,3907,"Eligible System Size",,2,97
13028,3805,"Eligible System Size",,2,97
13029,3807,"Eligible System Size",,2,97
13030,3808,"Eligible System Size",,2,97
13031,3810,"Eligible System Size",,2,97
13032,3908,"Eligible System Size","Refrigerators must measure at least 7.75 cubic feet to qualify",2,97
13033,4056,"Eligible System Size",,2,97
13034,4605,"Eligible System Size","MLP Solar Rebate Program: 25 kW or less (all solar applications for systems that are 25 kW DC or less will be processed under this program until it expires)",2,97
13035,3812,"Eligible System Size",,2,97
13036,3813,"Eligible System Size",,2,97
13037,3814,"Eligible System Size",,2,97
13038,3816,"Eligible System Size",,2,97
13039,3861,"Eligible System Size",,2,97
13040,4240,"Eligible System Size",,2,97
13041,4241,"Eligible System Size",,2,97
13042,4438,"Eligible System Size",,2,97
13043,4535,"Eligible System Size",,2,97
13044,4702,"Eligible System Size",,2,97
13045,3818,"Eligible System Size",,2,97
13046,3819,"Eligible System Size",,2,97
13047,3822,"Eligible System Size",,2,97
13048,3823,"Eligible System Size",,2,97
13049,3937,"Eligible System Size",,2,97
13050,4016,"Eligible System Size",,2,97
13051,4084,"Eligible System Size",,2,97
13052,4110,"Eligible System Size",,2,97
13053,4115,"Eligible System Size",,2,97
13054,4142,"Eligible System Size",,2,97
13055,4160,"Eligible System Size",,2,97
13056,4187,"Eligible System Size",,2,97
13057,4727,"Eligible System Size",,2,97
13058,4772,"Eligible System Size",,2,97
13059,4773,"Eligible System Size",,2,97
13060,4774,"Eligible System Size",,2,97
13061,5308,"Eligible System Size",,2,97
13062,5412,"Eligible System Size",,2,97
13063,5579,"Eligible System Size","Up to 50 kW",2,97
13064,5508,"Eligible System Size",,2,97
13065,5360,"Eligible System Size","0.5 kW - 40 kW",2,97
13066,5369,"Eligible System Size",,2,97
13067,5424,"Eligible System Size",,2,97
13068,5652,"Eligible System Size",,2,97
13069,5653,"Eligible System Size",,2,97
13070,5655,"Eligible System Size",,2,97
13071,5664,"Eligible System Size","Project or portfolio must have a combined peak demand reduction of 50 kW or greater <br>
Projects that reduce peak demand by 500kW or more can earn additional support",2,97
13072,5157,"Eligible System Size",,2,97
13073,4752,"Eligible System Size",,2,97
13074,4756,"Eligible System Size",,2,97
13075,5206,"Eligible System Size",,2,97
13076,4862,"Eligible System Size",,2,97
13077,4731,"Eligible System Size",,2,97
13078,4733,"Eligible System Size",,2,97
13079,4735,"Eligible System Size",,2,97
13080,4738,"Eligible System Size",,2,97
13081,4739,"Eligible System Size",,2,97
13082,4740,"Eligible System Size",,2,97
13083,4730,"Eligible System Size",,2,97
13084,4732,"Eligible System Size",,2,97
13085,4754,"Eligible System Size",,2,97
13086,4755,"Eligible System Size",,2,97
13087,4765,"Eligible System Size",,2,97
13088,4806,"Eligible System Size",,2,97
13089,4807,"Eligible System Size",,2,97
13090,4808,"Eligible System Size",,2,97
13091,4784,"Eligible System Size",,2,97
13092,4785,"Eligible System Size",,2,97
13093,4787,"Eligible System Size",,2,97
13094,4788,"Eligible System Size",,2,97
13095,4786,"Eligible System Size",,2,97
13096,4789,"Eligible System Size",,2,97
13097,4837,"Eligible System Size",,2,97
13098,4814,"Eligible System Size","Customers should check web site for restrictions not listed here.",2,97
13099,4815,"Eligible System Size",,2,97
13100,4817,"Eligible System Size",,2,97
13101,4820,"Eligible System Size",,2,97
13102,4903,"Eligible System Size",,2,97
13103,4978,"Eligible System Size",,2,97
13104,5658,"Eligible System Size",,2,97
13105,4841,"Eligible System Size",,2,97
13106,4851,"Eligible System Size",,2,97
13107,4866,"Eligible System Size",,2,97
13108,5136,"Eligible System Size",,2,97
13109,5138,"Eligible System Size",,2,97
13110,5151,"Eligible System Size",,2,97
13111,5285,"Eligible System Size",,2,97
13112,4770,"Eligible System Size",,2,97
13113,4771,"Eligible System Size",,2,97
13114,4796,"Eligible System Size",,2,97
13115,4797,"Eligible System Size",,2,97
13116,4798,"Eligible System Size",,2,97
13117,4520,"Eligible System Size","2 kW AC minimum<br />
10 kW AC maximum",2,97
13118,4522,"Eligible System Size",,2,97
13119,4523,"Eligible System Size",,2,97
13120,4525,"Eligible System Size",,2,97
13121,4529,"Eligible System Size","See program brochure for details",2,97
13122,4533,"Eligible System Size",,2,97
13123,4527,"Eligible System Size",,2,97
13124,4528,"Eligible System Size",,2,97
13125,4530,"Eligible System Size",,2,97
13126,4531,"Eligible System Size",,2,97
13127,4532,"Eligible System Size",,2,97
13128,4564,"Eligible System Size",,2,97
13129,4544,"Eligible System Size",,2,97
13130,4803,"Eligible System Size",,2,97
13131,4549,"Eligible System Size",,2,97
13132,4557,"Eligible System Size",,2,97
13133,5187,"Eligible System Size",,2,97
13134,5135,"Eligible System Size",,2,97
13135,5225,"Eligible System Size",,2,97
13136,5227,"Eligible System Size",,2,97
13137,4600,"Eligible System Size",,2,97
13138,4566,"Eligible System Size","View program <a href=""http://www.torringtonct.org/Public_Documents/TorringtonCT_EcDev/BeepBrochureTorrington.pdf""title""=go to BEEP brochure""target=""_blank"">brochure</a> for Photovoltaic and Solar Thermal System size limits",2,97
13139,4568,"Eligible System Size","Minimum total improvement cost (including audit cost) of $1,000",2,97
13140,4569,"Eligible System Size","Furnaces must have BTU Input of 30,000 or more <br>
Tank and Condensed Water Heaters must have capacity of 40 gallons or more",2,97
13141,4570,"Eligible System Size",,2,97
13142,5074,"Eligible System Size",,2,97
13143,4801,"Eligible System Size",,2,97
13144,4802,"Eligible System Size",,2,97
13145,4804,"Eligible System Size",,2,97
13146,4840,"Eligible System Size",,2,97
13147,4799,"Eligible System Size",,2,97
13148,4809,"Eligible System Size",,2,97
13149,4810,"Eligible System Size",,2,97
13150,4811,"Eligible System Size",,2,97
13151,5117,"Eligible System Size",,2,97
13152,4928,"Eligible System Size",,2,97
13153,4930,"Eligible System Size",Varies,2,97
13154,4938,"Eligible System Size",,2,97
13155,4972,"Eligible System Size","Appliance Recycling: 10 cubic feet or larger, no
commercial sizes <br />",2,97
13156,5114,"Eligible System Size",,2,97
13157,5116,"Eligible System Size",,2,97
13158,5068,"Eligible System Size",,2,97
13159,5132,"Eligible System Size",,2,97
13160,5073,"Eligible System Size",,2,97
13161,5176,"Eligible System Size",,2,97
13162,5177,"Eligible System Size",,2,97
13163,5095,"Eligible System Size",,2,97
13164,5140,"Eligible System Size",,2,97
13165,5143,"Eligible System Size",,2,97
13166,4960,"Eligible System Size",,2,97
13167,4945,"Eligible System Size","Up to 100 kW",2,97
13168,5049,"Eligible System Size",,2,97
13169,4970,"Eligible System Size",,2,97
13170,4971,"Eligible System Size",,2,97
13171,4974,"Eligible System Size",,2,97
13172,4952,"Eligible System Size",,2,97
13173,4953,"Eligible System Size","Buildings must generally be 3 stories or less (some case-by-case exceptions may apply)",2,97
13174,4955,"Eligible System Size",,2,97
13175,4956,"Eligible System Size",,2,97
13176,4957,"Eligible System Size",,2,97
13177,4964,"Eligible System Size",,2,97
13178,4976,"Eligible System Size",,2,97
13179,5287,"Eligible System Size",,2,97
13180,4888,"Eligible System Size",,2,97
13181,4889,"Eligible System Size",,2,97
13182,4890,"Eligible System Size",,2,97
13183,4878,"Eligible System Size","Minimum system size: 1 kW<br />
Maximum system size: 5 MW
",2,97
13184,5021,"Eligible System Size","Varies per technology",2,97
13185,4929,"Eligible System Size",,2,97
13186,4897,"Eligible System Size",,2,97
13187,4898,"Eligible System Size",,2,97
13188,4899,"Eligible System Size",,2,97
13189,4900,"Eligible System Size",,2,97
13190,4905,"Eligible System Size",,2,97
13191,4906,"Eligible System Size",,2,97
13192,4907,"Eligible System Size","Variable Frequency Drives: 1 - 200 HP<br />
Motor: 1 - 200 hp<br />",2,97
13193,4908,"Eligible System Size","Water Heater: 60 gallons or less<br />
",2,97
13194,4909,"Eligible System Size",,2,97
13195,5123,"Eligible System Size",,2,97
13196,5137,"Eligible System Size",,2,97
13197,5280,"Eligible System Size",,2,97
13198,5166,"Eligible System Size",,2,97
13199,5254,"Eligible System Size",,2,97
13200,5563,"Eligible System Size",,2,97
13201,136,"Equipment Requirements",,3,98
13202,74,"Equipment Requirements","All solar energy systems sold in Florida are required by Florida law (FS 377.705) to be approved by the <a href=""http://www. www.fsec.ucf.edu"">Florida Solar Energy Center</a>",3,98
13203,437,"Equipment Requirements",,3,98
13204,3933,"Equipment Requirements","To be eligible for replacement, existing equipment must be near the end of its useful lifetime.",3,98
13205,3936,"Equipment Requirements","See rebate forms for full equipment requirements<br />
All equipment must be Energy Star certified<br />
Higher rebates offered for products with greater efficiency",3,98
13206,3941,"Equipment Requirements","See program website.",3,98
13207,4367,"Equipment Requirements",,3,98
13208,4378,"Equipment Requirements",,3,98
13209,4867,"Equipment Requirements","Collectors must be SRCC certified and have a 10-year warranty",3,98
13210,4980,"Equipment Requirements","Must be current eligible Energy Star appliance",3,98
13211,3415,"Equipment Requirements","See Program Website for Equipment Requirements",3,98
13212,3445,"Equipment Requirements",Varies,3,98
13213,2406,"Equipment Requirements","Systems must qualify for the Oregon tax credits",3,98
13214,3560,"Equipment Requirements","See program web site",3,98
13215,512,"Equipment Requirements",,3,98
13216,3884,"Equipment Requirements","See program website.",3,98
13217,3893,"Equipment Requirements","See application form",3,98
13218,4534,"Equipment Requirements","Refrigerator/Freezer/Clothes Washer: Must be Energy Star<br />
Geothermal Heat Pumps: Must be structures primary heating source<br />
Air Source Heat Pumps: 14.5 SEER minimum<br />
Central Air Conditioners: 14.5 SEER minimum<br />",3,98
13219,4559,"Equipment Requirements",,3,98
13220,4561,"Equipment Requirements","Must be Energy Star certified",3,98
13221,4578,"Equipment Requirements",,3,98
13222,5335,"Equipment Requirements","HSPF 10 or greater",3,98
13223,5011,"Equipment Requirements","Must be ENERGY STAR certified. <Br>",3,98
13224,3718,"Equipment Requirements","Solar PV must meet UL, IEEE, and NEC requirements<br>
Solar Water Heaters must be SRCC OG-100 certified<br>
Small wind systems must have documented power curves<br>
All equipment must be new.",3,98
13225,1772,"Equipment Requirements","Heat Pump/Central AC: View program application for efficiency requirements <br />

",3,98
13226,4396,"Equipment Requirements","Requirements vary by technology type. Refer to program website for details.",3,98
13227,5153,"Equipment Requirements","Heat Pumps: 14 SEER minimum",3,98
13228,5170,"Equipment Requirements","New Construction and Retrofit/Renovation projects that reduce peak kW demand",3,98
13229,5189,"Equipment Requirements","Disconnect switch required, components must be new. PV panels must come with a 20-year manufacturer's warranty and must be certified to the UL-1703 standard. Inverters must be certified to UL-1741 standard.",3,98
13230,5193,"Equipment Requirements","View program web site for eligible models",3,98
13231,5218,"Equipment Requirements","Must meet Focus on Energy's standards for energy efficiency<br>",3,98
13232,5400,"Equipment Requirements","See program website.",3,98
13233,5644,"Equipment Requirements","For a full list of equipment requirements, see the Program Manual, located on the program website.",3,98
13234,5649,"Equipment Requirements","Equipment must carry a warranty of at least 10 years",3,98
13235,1828,"Equipment Requirements",,3,98
13236,3497,"Equipment Requirements","Site Built Homes: all electric<br>
Manufactured Home Heat Pump: Minimum 13 SEER",3,98
13237,3130,"Equipment Requirements","Contact Idaho Power",3,98
13238,3135,"Equipment Requirements","See program website.",3,98
13239,1132,"Equipment Requirements","Furnaces and boilers: The tested steady state efficiency must be at least 81% replacing a system more than 20 years old or with an efficiency of 70% or less. Replacement fuel oil burners must have an efficiency of 80% replacing a burner more than 10 years old or with an efficiency of 70% or less.<br />
Windows: U-factor of 0.30 or lower< br/>
Exterior Doors: U-factor of no higher than 0.20<br />
Attics and ceiling insulation: R-49 or higher<br />
Roof deck insulation: R-20<br />
Floor insulation: R-30 if achievable <br />
Wall insulation: R-21 in unfinished walls, R-15 in finished walls with no insulation<br />
Duct sealing and insulation: R-8",3,98
13240,4340,"Equipment Requirements","AHRI Rated Unitary A/C and Split System 14.5 SEER / 12 EER <br>
AHRI Rated Air to Air Heat Pump Systems  14.5 SEER / 12 EER / 8.2 HSPF<br> 
AHRI Ductless Split HVAC System 14.5 SEER / 12.5  EER / 8.2 HSPF<br>
AHRI Rated Packaged Systems 14 SEER / 11 EER / 8.0 HSPF",3,98
13241,3779,"Equipment Requirements","Lighting: See incentive chart on website for individual fixture specifications<br>",3,98
13242,3790,"Equipment Requirements","Lighting: See incentive chart on website for individual fixture specifications<br>",3,98
13243,3792,"Equipment Requirements",,3,98
13244,4099,"Equipment Requirements","Must be Energy Star certified<br>
Appliances must be purchased from a Nevada retailer",3,98
13245,4108,"Equipment Requirements","Must be SRCC-certified and meet standards for Category C (mildly cloudy weather)",3,98
13246,4117,"Equipment Requirements","All necessary permits must be pulled by a contractor licensed in the City of Aurora.  To check if a permit is necessary for a project, visit www.auroragov.org and select â€œPublic Worksâ€ and then â€œBuilding Divisionâ€ for a list of permit required projects.<br>
<br>
Addresses will be verified. Any property owner with a project address outside of Aurora city limits will be denied a rebate.
",3,98
13247,4347,"Equipment Requirements","Central AC: at least 16 SEER and 13 EER<br>
Air-Source Heat Pump: at least 15 SEER, 12.5 EER, and 8.5 HSPF<br>
Gas Furnace: at least 92% AFUE<br>
Oil Furnace: at least 86% AFUE, ECM motor<br>
Gas Boiler: at least 90% AFUE<br>
Oil Boiler: at least 86% AFUE, temperature reset or thermal purge control",3,98
13248,4425,"Equipment Requirements","System must use electric water heating as a backup",3,98
13249,5025,"Equipment Requirements",,3,98
13250,5026,"Equipment Requirements",,3,98
13251,5034,"Equipment Requirements","Domestic water heater: certified OG-300 by SRCC<br>
Pool heater: certified OG-100 by SRCC<br>
Must be used in support of a new or existing gas appliance such as a boiler, storage water heater, or pool heating system.",3,98
13252,5120,"Equipment Requirements",,3,98
13253,5429,"Equipment Requirements","Heat Pump Water Heaters: Energy Factor 2.0 or higher<br />
High Efficiency HVAC; air-to-air heat pumps: minimum SEER 15<br />
High Efficiency HVAC; central air conditioning: minimum SEER 15",3,98
13254,5441,"Equipment Requirements","Must save natural gas, based Home Energy Assessment recommendations",3,98
13255,3139,"Equipment Requirements","Electric Water Heaters: Minimum 90% efficiency rating<br />",3,98
13256,2359,"Equipment Requirements","Vary by measure",3,98
13257,2620,"Equipment Requirements","See program for equipment requirement details",3,98
13258,3335,"Equipment Requirements","All repairs must be performed by a licensed contractor<br />
See program application for full requirement details",3,98
13259,1161,"Equipment Requirements",,3,98
13260,3804,"Equipment Requirements",,3,98
13261,4025,"Equipment Requirements","Must meet Energy Star standard",3,98
13262,4039,"Equipment Requirements","Collectors must be SRCC OG-100 rated and have a five-year warranty; other components must have a one-year warranty and the systems must have a two-year installation warranty; automated (i.e., thermostat) and manual controls required; other technical requirements exist for some components and configurations.",3,98
13263,4040,"Equipment Requirements","HVAC equipment and appliances must be ENERGY STAR rated. <br>No current ENERGY STAR criteria for Heat Pump Clothes Dryers",3,98
13264,4042,"Equipment Requirements","Must meet Energy Star standard",3,98
13265,4229,"Equipment Requirements","Heat Pump: 14 SEER or greater",3,98
13266,5001,"Equipment Requirements",,3,98
13267,5019,"Equipment Requirements","Solar PV systems must be certified by the California Energy Commission (CEC). Grid-connected, inverter-based systems must meet the Institute of Electrical and Electronic Engineers Standard 929-2000.",3,98
13268,5041,"Equipment Requirements","See program website",3,98
13269,5047,"Equipment Requirements","Varies by measure",3,98
13270,5097,"Equipment Requirements",,3,98
13271,5072,"Equipment Requirements","<br>
<b>Water Heating Equipment </b> <br/>
Tankless Water Heater:  0.82 EF or higher<br>
Hybrid tankless Water Heater:  0.82 EF or higher <br>
Condensing Storage Type Water heater:  90% TE or higher  <br>
Storage Tank Water Heater (not available for new construction in Fayetteville):  0.62 EF or higher   <br>


<br><br>
<b> Space Heating Equipment</b> <br/>
Natural Gas Forced-Air Furnace:   90- 94.9% AFUE or higher <br>
Natural Gas Forced-Air Furnace:    95% or higher AFUE  <br/>
Forced Air Hydronic Heating System:  82% or higher AFUE<br>",3,98
13272,5112,"Equipment Requirements",,3,98
13273,5234,"Equipment Requirements","Furnaces: minimum of 95% AFUE rating<br />
Boiler: minimum of 85% AFUE<br />
Hot Water Heaters (Tankless): EF of .82<br />",3,98
13274,5286,"Equipment Requirements",,3,98
13275,3757,"Equipment Requirements","Vary by technology",3,98
13276,3761,"Equipment Requirements","All systems must be new and carry a full five-year warranty; electricity generating systems (on- or off-grid) must meet applicable UL, IEEE, and NEC standards; SRCC certification required for solar water heating systems; See regulations for detailed requirements",3,98
13277,3825,"Equipment Requirements",,3,98
13278,3838,"Equipment Requirements",,3,98
13279,4463,"Equipment Requirements","HVAC equipment must use fewer than 240,000 Btu's",3,98
13280,4465,"Equipment Requirements",,3,98
13281,4479,"Equipment Requirements","See program web site for requirements",3,98
13282,4603,"Equipment Requirements",,3,98
13283,4623,"Equipment Requirements","Tankless Water Heater (Large): Et greater than or equal to 90%<br />
Tankless Water Heater (Small): EF greater than or equal to 0.82<br />
Water Heaters (Large): Et greater than or equal to 90%<br />
Water Heaters (Small): EF greater than or equal to 0.67<br />
Hot Water Boiler: AFUE greater than or equal to 85%<br />
Condensing Boiler: AFUE greater than or equal to 92%<br />
Furnaces: AFUE greater than or equal to 90%-94%<br />
Commercial Clothes Washer: CEE Tier 1 or ENERGY STAR",3,98
13284,4637,"Equipment Requirements",,3,98
13285,4681,"Equipment Requirements","All systems must be new equipment<br />
Qualifying systems must be certified by the Florida Solar Energy Center (FSEC)<br />
",3,98
13286,5311,"Equipment Requirements","See program website",3,98
13287,4698,"Equipment Requirements",,3,98
13288,4699,"Equipment Requirements","High-efficiency HVAC equipment includes a minimum 92% AFUE gas furnace or an 8.5 HSPF heat pump.<br> 
Non-ducted heating systems include zonal electric heat and ductless mini-split heat pumps.<br> 
High efficiency duct sealing includes duct systems that have been sealed with mastic paste and tested to have a leakage less than or equal to 6% or ducts that are 100% inside conditioned space.<br> 
75% of indoor and outdoor lighting must be energy-efficient bulbs or fixtures.<br>",3,98
13289,4700,"Equipment Requirements",,3,98
13290,5413,"Equipment Requirements","See the program web site for equipment requirements.",3,98
13291,5442,"Equipment Requirements","Varies by equipment type",3,98
13292,3540,"Equipment Requirements","All equipment installed must be new.",3,98
13293,3550,"Equipment Requirements","Electric, larger than 30 gallons",3,98
13294,3552,"Equipment Requirements","Site Built Homes: All electric<br>
Manufactured Home Heat Pump: Minimum 13 SEER",3,98
13295,3614,"Equipment Requirements",,3,98
13296,3617,"Equipment Requirements",,3,98
13297,3849,"Equipment Requirements","Appliances must be ENERGY STAR qualified.<br>
Appliances must have been purchased after April 22, 2010.",3,98
13298,3859,"Equipment Requirements",,3,98
13299,4165,"Equipment Requirements","Windows: ENERGY STAR<br>
Duct Repair, Replacement, and Sealing: Existing HVAC only<br>
Minor Repair Work: Broken glass, glazing or prime door replacement, with power company pre-approval.<br>
Replace HVAC:  ENERGY STAR qualification required, all heat pumps included, and power company pre-approval for dual-fuel or air conditioning.<br>
Attic Insulation: Ventilation must be nonpowered<br>
Air sealing must include weatherstrip and caulk.<br>
Self-installed insulation, caulk, weatherstrip, and rehabilitation require power company approval and only the cost of materials may be claimed.<br>",3,98
13300,1797,"Equipment Requirements",,3,98
13301,2435,"Equipment Requirements","Energy Star appliances. For water heater incentive, must purchase water heater from the utility.",3,98
13302,3633,"Equipment Requirements","Central Air Conditioner: SEER 15 or higher<br />
Appliances: Must be Energy Star certified",3,98
13303,2532,"Equipment Requirements","See program website",3,98
13304,2684,"Equipment Requirements","Must be at least 40 gallons",3,98
13305,3656,"Equipment Requirements","Appliances must be Energy Star rated",3,98
13306,3883,"Equipment Requirements","Manufacturer must be certified as eligible for the program, which requires that at least 50% of product cost be associated with facilities located on New Jersey; panels and inverters must be UL compliant and racking systems must be ASCE compliant; all components must be commercially available to the public.",3,98
13307,3892,"Equipment Requirements",,3,98
13308,5018,"Equipment Requirements",,3,98
13309,5344,"Equipment Requirements",,3,98
13310,4050,"Equipment Requirements",,3,98
13311,3830,"Equipment Requirements",,3,98
13312,3831,"Equipment Requirements","See program web site for full details",3,98
13313,3832,"Equipment Requirements",,3,98
13314,3833,"Equipment Requirements","Contact Centerpoint for eligible projects and technology information under the SCORE/CitySmart program.",3,98
13315,3834,"Equipment Requirements",,3,98
13316,3835,"Equipment Requirements","Technology must be pre-approved to reduce peak load",3,98
13317,3836,"Equipment Requirements","Partnering Contractors are required to own tools that meet the program toolkit requirements.",3,98
13318,3837,"Equipment Requirements","Energy Star qualified CFL's",3,98
13319,5352,"Equipment Requirements","Contact TXU",3,98
13320,3841,"Equipment Requirements","Unitary and Split AC Systems: Efficiency standards vary by system type and size<br />
Air-Cooled Chillers: less than 150 tons, 1.04 IPLV<br />
Water-Cooled Chillers: 150-300 tons, 0.48 - 0.54 IPLV<br />
Motors/Variable Frequency Drives: See program website for details<br />
Cool Roof: Must meet program technical guidelines<br />
Solar Screen/Film: Must be installed on exterior of window and must be rated to block at a minimum 70% of solar heat<br />",3,98
13321,3897,"Equipment Requirements","Storage Water Heater: 0.67 EF or greater or 0.64 UEF or higher<br />
Furnace: 92% AFUE or greater ($200 rebate); 96% AFUE or greater ($300 rebate) <br />
Tankless Water Heater: 0.82 EF or greater <br />
Programmable Thermostat: 7-day programmable <br />
Boiler: 90% AFUE or greater <br />
Integrated Space and Water Heating System: (90% AFUE or greater with tank; 0.82 EF or greater if tankless)",3,98
13322,4231,"Equipment Requirements","Systems must be listed by nationally recognized testing laboratory (UL- listed), and be compliant with IEEE standards, or other NRTL standards and comply with UL 1703 standard. Inverters must be certified as meeting IEEE 1547 and UL 1741.",3,98
13323,4271,"Equipment Requirements",,3,98
13324,4279,"Equipment Requirements","See program web site",3,98
13325,4282,"Equipment Requirements","Customer must own the solar array (system may not be leased).",3,98
13326,5368,"Equipment Requirements","Furnace: AFUE 92% or greater<br />
Boiler: AFUE 85% or greater<br />
Combination Water/Space Heater: .62 EF (40 Gallon input or larger); or 85% AFUE (BTU 30,000 or higher<br />
Tank Water Heater: .62 EF or greater<br />
Tankless Water Heater: .82 EF or greater<br />",3,98
13327,3844,"Equipment Requirements","Refrigerators: Energy Star<br> 
Freezers: Energy Star<br> 
Room Air Conditioners: Energy Star<br>
Clothes Washers: Energy Star, CEE Tier 2 and up<br>
Central Air Conditioners: Energy Star, AHRI Rated, CEE Tier 2<br>
Electric Heat Pump Water Heater: Energy Star (Energy Factor 2 or greater)<br>
Natural Gas or Propane Gas Storage Water Heater: Energy Star, Energy Factor 0.62 or greater<br>
Natural Gas or Propane Gas Tankless Water Heater: Energy Star, Energy Factor 0.82 or greater<br>
Solar Water Heater: Energy Star, Solar Fraction 0.5 or greater

",3,98
13328,3846,"Equipment Requirements","All equipment must be ENERGY STAR rated and new and must replace older, less-efficient equipment.",3,98
13329,3848,"Equipment Requirements","Refrigerators must be ENERGY STAR and must be purchased from a participating retailer<br> Clothes Washers: MEF must be greater than or equal to 1.8 and WF less than or equal to 7.5 (for $50) and MEF must be greater than or equal to 2.0 and WF less than or equal to 6.0 (for $75)<br>
Dishwashers must use 324 kWh/year or less and 5.8 gallons or less per cycle (for $50) and must use 307 kWh/y or less and 5.0 gallons or less per cycle (for $75)",3,98
13330,3850,"Equipment Requirements","Must be ENERGY STAR",3,98
13331,4077,"Equipment Requirements","Must be Energy Star qualified",3,98
13332,4179,"Equipment Requirements","Central Packaged/Split System Air Conditioning: Varies by size, see rebate form for details<br />
Central Packaged/Split System Air Source Heat Pumps: Varies by size, see rebate form for details<br />
Water/Air Cooled Chillers: See rebate form for details<br />",3,98
13333,3853,"Equipment Requirements",,3,98
13334,3854,"Equipment Requirements","See program website.",3,98
13335,3856,"Equipment Requirements",,3,98
13336,3857,"Equipment Requirements","Must be ENERGY STAR",3,98
13337,4183,"Equipment Requirements","Central Packaged/Split System Air Conditioning: Varies by size, see rebate form for details<br />
Central Packaged/Split System Air Source Heat Pumps: Varies by size, see rebate form for details<br />
Water/Air Cooled Chillers: See rebate form for details<br />",3,98
13338,3860,"Equipment Requirements","Fossil Fuel Based Heating Systems: Must be ENERGY STAR<br>
",3,98
13339,3862,"Equipment Requirements","Must be ENERGY STAR",3,98
13340,3863,"Equipment Requirements","Must be ENERGY STAR",3,98
13341,3864,"Equipment Requirements","Equipment must meet minimum efficiency requirements and replace an existing appliance",3,98
13342,3928,"Equipment Requirements","Must meet Energy Star standard",3,98
13343,4186,"Equipment Requirements","Must be EnergyStar qualified unless otherwise noted<br />
Clothes washer must be CEE Tier 2 or Tier 3<br />
Central air conditioner (replacement only) must be SEER 14 or higher
",3,98
