id,name,state_id,utility_id
1490,"City of Lodgepole",32,11122
1491,"City of Lodi",6,11124
1492,"City of Lodi",57,11125
1493,"Lodi Village of",40,11126
1494,"City of Logan",51,11135
1495,"City of Long Grove",19,11141
1496,"City of Logansport",18,11142
1497,"City of Lompoc",6,11148
1498,"Long Island Power Authority",37,11171
1499,"City of Longmont",7,11187
1500,"Town of Littleton",34,11196
1501,"Lorain-Medina R E C, Inc",40,11200
1502,"Logan County Coop Power & Light",40,11203
1503,"Los Alamos County",36,11204
1504,"Town of Lucama",38,11205
1505,"City of Mulberry",20,11206
1506,"City of Muscotah",20,11207
1507,"Los Angeles Department of Water & Power",6,11208
1508,"Lost River Electric Coop Inc",16,11211
1509,"Loudon Utilities Board",49,11222
1510,"Town of Louisburg",38,11228
1511,"Entergy Louisiana Inc",22,11241
1512,"Louisville Electric System",28,11247
1513,"Louisville Gas & Electric Co",21,11249
1514,"Loup Valleys Rural P P D",32,11250
1515,"Loup River Public Power Dist",32,11251
1516,"City of Loveland",7,11256
1517,"City of Lowell",26,11268
1518,"Lower Yellowstone R E A, Inc",30,11272
1519,"Lower Yellowstone R E A, Inc",39,11272
1520,"Lower Valley Energy Inc",16,11273
1521,"Lower Valley Energy Inc",58,11273
1522,"Lumbee River Elec Member Corp",38,11291
1523,"City of Lubbock",50,11292
1524,"Village of Lucas",40,11296
1525,"Lyon Rural Electric Coop",19,11298
1526,"City of Lucas",20,11299
1527,"Village of Ludlow",52,11305
1528,"City of Luray",20,11306
1529,"City of Luling",50,11316
1530,"Lumberton City of",38,11318
1531,"Town of Lusk",58,11330
1532,"City of Luverne",27,11332
1533,"City of Luverne",1,11333
1534,"Lyon-Coffey Electric Coop, Inc",20,11334
1535,"Lyon-Lincoln Electric Coop Inc",27,11345
1536,"Village of Lyman",32,11346
1537,"Lynches River Elec Coop, Inc",47,11355
1538,"Lyndonville Village of",52,11359
1539,"Town of MacClesfield",38,11360
1540,"Lyntegar Electric Coop, Inc",50,11364
1541,"City of Lyons",32,11372
1542,"Town of Lyons",7,11376
1543,"City of Mabel",27,11424
1544,"City of Macon",28,11458
1545,"City of Macon",29,11460
1546,"Macon Electric Coop",29,11463
1547,"City of Maddock",39,11470
1548,"City of Madison",48,11475
1549,"Borough of Madison",35,11476
1550,"Madison Town of",23,11477
1551,"Madison Gas & Electric Co",57,11479
1552,"Madison City of",32,11481
1553,"City of Madison",27,11482
1554,"Madisonville Municipal Utils",21,11488
1555,"Magic Valley Electric Coop Inc",50,11501
1556,"Maiden Town of",38,11515
1557,"Magnolia Electric Power Assn",28,11519
1558,"Maine Public Service Co",23,11522
1559,"City of Malden",29,11540
1560,"City of Manitou",41,11541
1561,"City of Manassas",54,11560
1562,"City of Mangum",41,11566
1563,"Town of Manilla",19,11568
1564,"Manitowoc Public Utilities",57,11571
1565,"Mankato City of",20,11572
1566,"Town of Mannford",41,11578
1567,"City of Manning",19,11581
1568,"City of Mansfield",29,11585
1569,"Town of Mansfield",25,11586
1570,"City of Mansfield",13,11587
1571,"City of Manti",51,11588
1572,"Harney Electric Coop, Inc",33,11589
1573,"Harney Electric Coop, Inc",42,11589
1574,"City of Mapleton",19,11609
1575,"Maquoketa City of",19,11611
1576,"Village of Marathon",37,11618
1577,"City of Marblehead",25,11624
1578,"City of Marceline",29,11626
1579,"Marias River Electric Coop Inc",30,11643
1580,"City of Marietta",13,11646
1581,"City of Marion",20,11658
1582,"City of Marlow",41,11691
1583,"Marlboro Electric Coop, Inc",47,11693
1584,"City of Marquette",26,11701
1585,"City of Marshall",26,11713
1586,"Marshall-De Kalb Electric Coop",1,11714
1587,"City of Marshall",27,11731
1588,"City of Marshall",29,11732
1589,"City of Marshall",17,11736
1590,"Village of Marshallville",40,11739
1591,"City of Marshfield",57,11740
1592,"Marshall County Rural E M C",18,11767
1593,"City of Martinsville",54,11770
1594,"Consumers Energy",19,11788
1595,"Maryville Utilities",49,11789
1596,"City of Mascoutah",17,11790
1597,"City of Mason",50,11793
1598,"Massachusetts Electric Co",25,11804
1599,"Town of Massena",37,11811
1600,"Matanuska Electric Assn Inc",2,11824
1601,"Maui Electric Co Ltd",15,11843
1602,"Matinicus Plantation Elec Co",23,11844
1603,"City of Mayfield Plant Board",21,11871
1604,"Village of Mayville",37,11892
1605,"Village of Mazomanie",57,11895
1606,"McLeod Cooperative Power Assn",27,11910
1607,"City of McCleary",55,11965
1608,"McCone Electric Coop Inc",30,11989
1609,"Town of McCormick",47,12006
1610,"McDonough Power Coop",17,12070
1611,"McKenzie Electric Coop Inc",30,12087
1612,"McKenzie Electric Coop Inc",39,12087
1613,"McLean Electric Coop, Inc",39,12090
1614,"City of McGregor",19,12114
1615,"McGrath Light & Power Co",2,12119
1616,"McLeansboro City of",17,12167
1617,"McMinnville Electric System",49,12186
1618,"McMinnville City of",42,12187
1619,"McMullen Valley Water C&D Dist",4,12191
1620,"Montana-Dakota Utilities Co",30,12199
1621,"Montana-Dakota Utilities Co",39,12199
1622,"Montana-Dakota Utilities Co",48,12199
1623,"Montana-Dakota Utilities Co",58,12199
1624,"McPherson City of",20,12208
1625,"Meeker Coop Light & Power Assn",27,12227
1626,"City of Meade",20,12242
1627,"Meade County Rural E C C",21,12243
1628,"Mecklenburg Electric Coop, Inc",38,12260
1629,"Mecklenburg Electric Coop, Inc",54,12260
1630,"City of Medford",57,12265
1631,"Medina Electric Coop, Inc",50,12268
1632,"Melrose Public Utilities",27,12286
1633,"Meadow Town Corporation",51,12289
1634,"City of Meadville",29,12292
1635,"Memphis City of",49,12293
1636,"City of Memphis",29,12294
1637,"Town of Merrimac",25,12296
1638,"City of Menasha",57,12298
1639,"Nodak Electric Coop Inc",39,12301
1640,"City of Mendon",40,12302
1641,"Merced Irrigation District",6,12312
1642,"Meriwether Lewis Electric Coop",49,12330
1643,"Merrillan Village of",57,12336
1644,"MidAmerican Energy Co",19,12341
1645,"MidAmerican Energy Co",17,12341
1646,"MidAmerican Energy Co",48,12341
1647,"City of Mesa",4,12351
1648,"Midwest Energy Cooperative",18,12377
1649,"Midwest Energy Cooperative",26,12377
1650,"Midwest Energy Cooperative",40,12377
1651,"Metlakatla Power & Light",2,12385
1652,"City of Metropolis",17,12388
1653,"Metropolitan Edison Co",44,12390
1654,"Menard Electric Coop",17,12395
1655,"Miami-Cass County Rural E M C",18,12406
1656,"City of Miami",41,12408
1657,"Midstate Electric Coop, Inc",42,12439
1658,"Midland Power Coop",19,12450
1659,"Mid-South Electric Coop Assn",50,12452
1660,"Mid-Carolina Electric Coop Inc",47,12462
1661,"Mid-Yellowstone Elec Coop, Inc",30,12463
1662,"Middle Tennessee E M C",49,12470
1663,"Middle Georgia El Member Corp",13,12472
1664,"Town of Middleborough",25,12473
1665,"Middletown Borough of",44,12474
1666,"Town of Middletown",18,12476
1667,"Town of Middleton",25,12477
1668,"Town of Middletown",9,12478
1669,"Middle Kuskokwim Elec Coop Inc",2,12485
1670,"Midwest Electric, Inc",40,12515
1671,"Borough of Mifflinburg",44,12523
1672,"Midwest Energy Inc",20,12524
1673,"Milan City of",29,12531
1674,"City of Milan",49,12532
1675,"Village of Milan",40,12533
1676,"Midwest Electric Member Corp",32,12539
1677,"City of Milford",9,12540
1678,"City of Milford",19,12541
1679,"Mille Lacs Energy Cooperative",27,12546
1680,"City of Miller",48,12580
1681,"Borough of Milltown",35,12608
1682,"City of Minidoka",16,12609
1683,"City of Milton-Freewater",42,12615
1684,"City of Milton",55,12616
1685,"City of Minden",22,12625
1686,"Minden City of",32,12626
1687,"City of Mindenmines",29,12627
1688,"Maquoketa Valley Rrl Elec Coop",19,12642
1689,"Minnesota Power Inc",27,12647
1690,"Minnesota Valley Electric Coop",27,12651
1691,"Village of Minster",40,12660
1692,"City of Mishawaka",18,12674
1693,"Mississippi County Electric Coop",5,12681
1694,"Entergy Mississippi Inc",28,12685
1695,"Mississippi Power Co",28,12686
1696,"Missoula Electric Coop, Inc",16,12692
1697,"Missoula Electric Coop, Inc",30,12692
1698,"KCP&L Greater Missouri Operations",29,12698
1699,"Missouri Rural Electric Coop",29,12700
1700,"Mitchell Electric Member Corp",13,12706
1701,"Mitchell City of",32,12717
1702,"Modern Electric Water Company",55,12744
1703,"Modesto Irrigation District",6,12745
1704,"Mohawk Municipal Comm",37,12759
1705,"City of Monett",29,12782
1706,"City of Monmouth",42,12789
1707,"Monongahela Power Co",40,12796
1708,"Monongahela Power Co",56,12796
1709,"City of Monroe",51,12797
1710,"City of Monroe",13,12800
1711,"City of Monroe",38,12801
1712,"City of Monroe City",29,12802
1713,"Monroe County Elec Coop, Inc",17,12803
1714,"Monroeville Village of",40,12811
1715,"Mont Alto Borough",44,12817
1716,"NorthWestern Corporation",30,12825
1717,"City of Montezuma",20,12838
1718,"City of Montezuma",19,12839
1719,"Montezuma Town of",18,12840
1720,"City of Monticello",13,12851
1721,"Morgan County Rural Elec Assn",7,12860
1722,"Montpelier Village of",40,12861
1723,"Moon Lake Electric Assn Inc",7,12866
1724,"Moon Lake Electric Assn Inc",51,12866
1725,"Moore Haven City of",12,12876
1726,"City of Mooreland",41,12892
1727,"City of Moorhead",27,12894
1728,"City of Morrill",20,12896
1729,"Moose Lake Water & Light Comm",27,12897
1730,"Mor-Gran-Sou Electric Coop Inc",39,12899
1731,"City of Mora",27,12900
1732,"Mora-San Miguel Elec Coop, Inc",36,12901
1733,"City of Moran",20,12909
1734,"Moreau-Grand Electric Coop Inc",48,12915
1735,"Morenci Water and Electric Co",4,12919
1736,"Morgan City City of",22,12927
1737,"City of Morgan City",51,12928
1738,"South Central Indiana REMC",18,12929
1739,"City of Morganton",38,12944
1740,"Village of Morrill",32,12952
1741,"City of Morristown",49,12988
1742,"Village of Morrisville",52,12989
1743,"Consolidated Electric Coop Inc",40,12990
1744,"City of Moulton",50,13025
1745,"Moultrie City of",13,13026
1746,"Mountain Electric Coop, Inc",38,13027
1747,"Mountain Electric Coop, Inc",49,13027
1748,"City of Moundridge",20,13029
1749,"Mt Carmel Public Utility Co",17,13032
1750,"City of Mount Dora",12,13033
1751,"Mount Hope City of",20,13035
1752,"Mt Horeb Village of",57,13036
1753,"City of Mt Pleasant",51,13037
1754,"City of Mt Pleasant",19,13038
1755,"City of Mt Pleasant",49,13039
1756,"City of Mount Vernon",29,13040
1757,"City of Mountain Iron",27,13044
1758,"City of Mountain Lake",27,13048
1759,"Mountain Parks Electric, Inc",7,13050
1760,"City of Mountain View",29,13057
1761,"Mountain View Elec Assn, Inc",7,13058
1762,"Mt Wheeler Power, Inc",33,13073
1763,"Mt Wheeler Power, Inc",51,13073
1764,"Village of Mullen",32,13090
1765,"City of Mulvane",20,13095
1766,"City of Murfreesboro",49,13119
1767,"City of Murray",51,13137
1768,"City of Murray",21,13138
1769,"Board of Water Electric & Communications",19,13143
1770,"City of Muscle Shoals",1,13144
1771,"Village of Muscoda",57,13145
1772,"City of Needles",6,13149
1773,"Northern Plains Electric Coop",39,13196
1774,"Naknek Electric Assn, Inc",2,13201
1775,"New Enterprise R E C, Inc",44,13205
1776,"Nantucket Electric Co",25,13206
1777,"Naperville City of",17,13208
1778,"City of Napoleon",40,13209
1779,"Napakiak Ircinraq Power Co",2,13211
1780,"The Narragansett Electric Co",25,13214
1781,"The Narragansett Electric Co",46,13214
1782,"Nashville Electric Service",49,13216
1783,"City of Nashwauk",27,13219
1784,"Natchez Trace Elec Power Assn",28,13227
1785,"City of Natchitoches",22,13228
1786,"City of Neligh",32,13233
1787,"New Hampton Village Precinct",34,13286
1788,"Norris Electric Coop",17,13292
1789,"Navajo Tribal Utility Authority",4,13314
1790,"Navajo Tribal Utility Authority",36,13314
1791,"Navajo Tribal Utility Authority",51,13314
1792,"Navopache Electric Coop, Inc",4,13318
1793,"Navopache Electric Coop, Inc",36,13318
1794,"Navarro County Elec Coop, Inc",50,13332
1795,"City of Nebraska City",32,13334
1796,"Nebraska Public Power District",32,13337
1797,"Nebraska Public Power District",48,13337
1798,"City of Negaunee",26,13352
1799,"City of Nelson",32,13375
1800,"City of Neodesha",20,13380
1801,"City of Neola",19,13382
1802,"Nemaha-Marshall E C A, Inc",20,13386
1803,"Nespelem Valley Elec Coop, Inc",55,13387
1804,"Nephi City Corporation",51,13388
1805,"Nevada Power Co",33,13407
1806,"City of New Albany",28,13412
1807,"City of New Bern",38,13416
1808,"City of New Braunfels",50,13418
1809,"Village of New Bremen",40,13420
1810,"Town of New Carlisle",18,13423
1811,"New Castle Municipal Serv Comm",9,13424
1812,"City of Newbern",49,13437
1813,"Village of New Glarus",57,13438
1814,"New Hampshire Elec Coop Inc",34,13441
1815,"City of New Hampton",19,13444
1816,"City of New Holstein",57,13448
1817,"Village of New Knoxville",40,13464
1818,"City of Nielsville",27,13465
1819,"City of New Lisbon",57,13466
1820,"New London Electric&Water Util",57,13467
1821,"New London Municipal Utilities",19,13468
1822,"City of New Madrid",29,13470
1823,"New Martinsville City of",56,13471
1824,"Nelson Lagoon Elec Coop Inc",2,13477
1825,"Entergy New Orleans Inc",22,13478
1826,"New Prague Utilities Comm",27,13480
1827,"City of New Richmond",57,13481
1828,"New River Light & Power Co",38,13482
1829,"City of New Roads",22,13483
1830,"New Smyrna Beach City of",12,13485
1831,"New Ulm Public Utilities Comm",27,13488
1832,"Borough of New Wilmington",44,13489
1833,"City of Newfolden",27,13495
1834,"New York State Elec & Gas Corp",37,13511
1835,"Newark City of",9,13519
1836,"New-Mac Electric Coop, Inc",29,13520
1837,"City of Newberry",12,13521
1838,"City of Newberry",47,13523
1839,"Newberry Electric Coop, Inc",47,13524
1840,"Newberry Water & Light Board",26,13525
1841,"City of Newburg",29,13527
1842,"City of Newkirk",41,13530
1843,"Newnan Wtr, Sewer & Light Comm",13,13547
1844,"City of Newport",49,13550
1845,"City of Newton",17,13560
1846,"Newton City of",38,13561
1847,"City of Newton Falls",40,13563
1848,"Newton County Rural E M C",18,13566
1849,"Ninnescah Rural E C A Inc",20,13570
1850,"Niagara Mohawk Power Corp.",37,13573
1851,"City of Nicholasville",21,13577
1852,"City of Niles",40,13602
1853,"Newton City of",50,13603
1854,"City of Niles",26,13604
1855,"Niobrara Valley El Member Corp",32,13610
1856,"Northern Virginia Elec Coop",54,13640
1857,"Nome Joint Utility Systems",2,13642
1858,"City of Norcross",13,13646
1859,"Noble County R E M C",18,13647
1860,"Nolin Rural Electric Coop Corp",21,13651
1861,"Norris Public Power District",32,13664
1862,"North Alabama Electric Coop",1,13669
1863,"Nishnabotna Valley R E C",19,13675
1864,"North Arkansas Elec Coop, Inc",5,13676
1865,"Town of North Attleborough",25,13679
1866,"North Branch Water & Light Comm",27,13681
1867,"Nobles Cooperative Electric",19,13684
1868,"Nobles Cooperative Electric",27,13684
1869,"Niobrara Electric Assn, Inc",32,13685
1870,"Niobrara Electric Assn, Inc",48,13685
1871,"Niobrara Electric Assn, Inc",58,13685
1872,"North Carolina Eastern M P A",38,13687
1873,"North Central MO Elec Coop Inc",29,13690
1874,"North Central Elec Coop, Inc",40,13693
1875,"North Central Elec Coop, Inc",39,13694
1876,"North Central Power Co Inc",57,13697
1877,"North Central Public Pwr Dist",32,13698
1878,"North Itasca Electric Coop Inc",27,13700
1879,"North Western Elec Coop, Inc",40,13704
1880,"North Georgia Elec Member Corp",13,13716
1881,"City of North Little Rock",5,13718
1882,"City of North Platte",32,13725
1883,"City of North St Paul",27,13730
1884,"North Star Electric Coop, Inc",27,13731
1885,"Northeast Oklahoma Electric Coop, Inc",41,13734
1886,"Northcentral Mississippi E P A",28,13735
1887,"Northeast Nebraska P P D",32,13739
1888,"NorVal Electric Cooperative, Inc",30,13749
1889,"Northern Electric Coop, Inc",48,13750
1890,"Northern Indiana Pub Serv Co",18,13756
1891,"North Plains Electric Coop Inc",50,13757
1892,"Northern Lights, Inc",16,13758
1893,"Northern Lights, Inc",30,13758
1894,"Northern Lights, Inc",55,13758
1895,"Northern Neck Elec Coop, Inc",54,13762
1896,"Northern Rio Arriba E Coop Inc",36,13777
1897,"Northern States Power Co - Wisconsin",26,13780
1898,"Northern States Power Co - Wisconsin",57,13780
1899,"Northern States Power Co - Minnesota",27,13781
1900,"Northern States Power Co - Minnesota",39,13781
1901,"Northern States Power Co - Minnesota",48,13781
1902,"City of New Ross",18,13782
1903,"Northeast Louisiana Power Coop Inc.",22,13783
1904,"Northern Wasco County PUD",42,13788
1905,"Village of Northfield",52,13789
1906,"Prairie Land Electric Coop Inc",20,13799
1907,"Northwest Rural Pub Pwr Dist",32,13805
1908,"Northwestern Electric Coop Inc",41,13807
1909,"NorthWestern Energy",48,13809
1910,"Northwestern Wisconsin Elec Co",27,13815
1911,"Northwestern Wisconsin Elec Co",57,13815
1912,"City of Northwood",39,13816
1913,"City of Norton",20,13819
1914,"Norwalk Third Taxing District",8,13825
1915,"City of Norway",26,13826
1916,"Nueces Electric Coop, Inc",50,13830
1917,"City of Norwich",8,13831
1918,"Northfork Electric Coop, Inc",41,13838
1919,"City of Norwood",25,13839
1920,"Oahe Electric Coop Inc",48,13853
1921,"Nushagak Electric Coop, Inc",2,13870
1922,"Town of Oak City",38,13931
1923,"Village of Oak Harbor",40,13932
1924,"City of Oak Ridge",49,13933
1925,"Ocmulgee Electric Member Corp",13,13934
1926,"Oakdale Electric Coop",57,13936
1927,"City of Oberlin",20,13948
1928,"City of Oberlin",40,13949
1929,"Village of Obetz",40,13950
1930,"City of Ocala",12,13955
1931,"Ocotillo Water Conserv. Dist.",4,13961
1932,"Oconee Electric Member Corp",13,13962
1933,"Oconomowoc Utilities",57,13963
1934,"Oconto Electric Cooperative",57,13964
1935,"Oconto Falls Water & Light Comm",57,13965
1936,"City of Olustee",41,13966
1937,"City of Odessa",29,13971
1938,"City of Ogden",19,13990
1939,"Oglesby City of",17,13993
1940,"Village of Ohio City",40,13997
1941,"Ohio Edison Co",40,13998
1942,"Ohio Power Co",40,14006
1943,"Ohop Mutual Light Company, Inc",55,14012
1944,"Town of Oak City",51,14022
1945,"Town of Oak Creek",7,14054
1946,"PUD No 1 of Okanogan County",55,14055
1947,"Okeene Public Works Authority",41,14057
1948,"Oklahoma Electric Coop Inc",41,14062
1949,"Oklahoma Gas & Electric Co",5,14063
1950,"Oklahoma Gas & Electric Co",41,14063
1951,"Okanogan County Elec Coop, Inc",55,14074
1952,"City of Okolona",28,14078
1953,"Olive Hill City of",21,14103
1954,"City of Olivia",27,14107
1955,"Oregon Trail El Cons Coop, Inc",42,14109
1956,"Borough of Olyphant",44,14124
1957,"Oneida-Madison Elec Coop, Inc",37,14125
1958,"Omaha Public Power District",19,14127
1959,"Omaha Public Power District",32,14127
1960,"City of Onawa",19,14132
1961,"City of Onida",48,14138
1962,"City of Opelika",1,14146
1963,"Opp City of",1,14151
1964,"Orange & Rockland Utils Inc",37,14154
1965,"Ontonagon County R E A",26,14156
1966,"City of Orange City",19,14159
1967,"Orange County Rural E M C",18,14160
1968,"City of Orangeburg",47,14164
1969,"City of Orient",19,14166
1970,"Orcas Power & Light Coop",55,14170
1971,"City of Ord",32,14172
1972,"Tri-County Electric Coop, Inc",47,14175
1973,"City of Orlando",41,14176
1974,"P K M Electric Coop, Inc",27,14178
1975,"Osage Valley Elec Coop Assn",29,14192
1976,"City of Orrville",40,14194
1977,"City of Ortonville",27,14196
1978,"Price Municipal Corporation",51,14198
1979,"City of Osage City",20,14199
1980,"City of Osage",19,14201
1981,"Osceola Electric Coop, Inc",19,14202
1982,"Osawatomie City of",20,14203
1983,"City of Osborne",20,14214
1984,"City of Osceola",5,14216
1985,"Otero County Electric Coop Inc",36,14224
1986,"Ottawa City of",20,14229
1987,"Otter Tail Power Co",27,14232
1988,"Otter Tail Power Co",39,14232
1989,"Otter Tail Power Co",48,14232
1990,"City of Ouzinkie",2,14234
1991,"Ouachita Electric Coop Corp",5,14238
1992,"Overton Power District No 5",33,14245
1993,"City of Owatonna",27,14246
1994,"Owen Electric Coop Inc",21,14251
1995,"Orleans Village of",52,14261
1996,"Otsego Electric Coop, Inc",37,14267
1997,"City of Owensboro",18,14268
1998,"City of Owensboro",21,14268
1999,"City of Owensville",29,14272
2000,"City of Oxford",28,14275
2001,"City of Oxford",20,14276
2002,"Village of Oxford",32,14277
2003,"Ozark Border Electric Coop",29,14285
2004,"Ozark Electric Coop Inc",29,14288
2005,"Ozarks Electric Coop Corp",5,14289
2006,"Ozarks Electric Coop Corp",41,14289
2007,"Public Utility District No 2",55,14324
2008,"Pacific Gas & Electric Co",6,14328
2009,PacifiCorp,6,14354
2010,PacifiCorp,16,14354
2011,PacifiCorp,42,14354
2012,PacifiCorp,51,14354
2013,PacifiCorp,55,14354
2014,PacifiCorp,58,14354
2015,"City of Paducah",21,14371
2016,"Page Electric Utility",4,14373
2017,"City of Painesville",40,14381
2018,"City of Palmetto",13,14396
2019,"Palmetto Electric Coop Inc",47,14398
2020,"City of Palmyra",29,14400
2021,"City of Palo Alto",6,14401
2022,"Panola-Harrison Elec Coop, Inc",22,14424
2023,"Panola-Harrison Elec Coop, Inc",50,14424
2024,"Panhandle Rural El Member Assn",32,14426
2025,"City of Panora",19,14433
2026,"Town of Paoli",18,14435
2027,"Town of Paragonah",51,14443
2028,"Paragould Light & Water Comm",5,14446
2029,"Village of Pardeeville",57,14451
2030,"City of Paris",49,14455
2031,"Paris City of",29,14456
2032,"City of Paris",21,14459
2033,"City of Paris",5,14460
2034,"People's Cooperative Services",27,14468
2035,"Parke County Rural E M C",18,14471
2036,"Borough of Park Ridge",35,14472
2037,"City of Paton",19,14473
2038,"City of Park River",39,14474
2039,"City of Parker",48,14489
2040,"Park Electric Coop Inc",30,14500
2041,"Parkland Light & Water Company",55,14505
2042,"Parowan City Corporation",51,14512
2043,"City of Pasadena",6,14534
2044,"Pascoag Utility District",46,14537
2045,"Tohono O'Odham Utility Auth",4,14543
2046,"Pee Dee Electric Coop, Inc",47,14557
2047,"Pearl River Valley El Pwr Assn",28,14563
2048,"City of Paullina",19,14577
2049,"Village of Paw Paw",26,14581
2050,"City of Pawhuska",41,14582
2051,"City of Pawnee",41,14583
2052,"Town of Paxton",25,14585
2053,"Pataula Electric Member Corp",13,14588
2054,"Paulding-Putman Elec Coop, Inc",18,14599
2055,"Paulding-Putman Elec Coop, Inc",40,14599
2056,"Payson City Corporation",51,14600
2057,"Pea River Electric Coop",1,14602
2058,"City of Peabody",25,14605
2059,"Peace River Electric Coop, Inc",12,14606
2060,"Orlando Utilities Comm",12,14610
2061,"PUD No 2 of Grant County",55,14624
2062,"Pedernales Electric Coop, Inc",50,14626
2063,"Pedro Bay Village Council",2,14633
2064,"Pella City of",19,14645
2065,"Borough of Pemberton",35,14648
2066,"Planters Electric Member Corp",13,14649
2067,"Village of Pemberville",40,14650
2068,"PUD No 1 of Pend Oreille Cnty",55,14653
2069,"City of Pender",32,14656
2070,"Pendleton Town of",18,14659
2071,"Peninsula Light Company",55,14668
2072,"Village of Penn Yan",37,14700
2073,"Pennsylvania Electric Co",37,14711
2074,"Pennsylvania Electric Co",44,14711
2075,"Pemiscot-Dunklin Elec Coop Inc",29,14712
2076,"PPL Electric Utilities Corp",44,14715
2077,"Pennsylvania Power Co",44,14716
2078,"Pee Dee Electric Member Corp",38,14717
2079,"Pennyrile Rural Electric Coop",21,14724
2080,"PUD No 1 of Asotin County",55,14771
2081,"People's Electric Cooperative",41,14775
2082,"Borough of Perkasie",44,14792
2083,"City of Perry",29,14806
2084,"City of Perry",41,14829
2085,"Native Village of Perryville",2,14832
2086,"Peru City of",18,14839
2087,"City of Peru",17,14840
2088,"City of Peterson",27,14841
2089,"City of Petersburg",2,14856
2090,"Pitt & Greene Elec Member Corp",38,14857
2091,"Petit Jean Electric Coop Corp",5,14864
2092,"City of Petoskey",26,14867
2093,"PECO Energy Co",44,14940
2094,"Philadelphia Village of",37,14945
2095,"City of Philadelphia",28,14947
2096,"Philippi Municipal Electric",56,14954
2097,"Pickwick Electric Coop",49,15016
2098,"City of Piedmont",1,15022
2099,"Piedmont Electric Member Corp",38,15023
2100,"Pierce-Pepin Coop Services",57,15034
2101,"City of Pierce",32,15039
2102,"Pierre City of",48,15040
2103,"City of Pierz",27,15041
2104,"Piggott City of",5,15043
2105,"Pike County Light & Power Co",44,15045
2106,"Town of Pikeville",38,15046
2107,"Electrical Dist No2 Pinal Cnty",4,15048
2108,"Electrical Dist No4 Pinal Cnty",4,15049
2109,"Electrical Dist No5 Pinal Cnty",4,15050
2110,"City of Pine Bluffs",58,15051
2111,"Pioneer Rural Elec Coop, Inc",40,15054
2112,"Town of Pinetops",38,15058
2113,"Town of Pineville",38,15062
2114,"Pioneer Village of",40,15072
2115,"Pioneer Electric Coop, Inc",20,15073
2116,"City of Pioche",33,15075
2117,"Pioneer Power and Light Co",57,15086
2118,"City of Piqua",40,15095
2119,"Borough of Pitcairn",44,15104
2120,"Town of Pittsboro",18,15116
2121,"City of Plainview",32,15132
2122,"City of Plankinton",48,15134
2123,"Plaquemine City of",22,15137
2124,"Platte-Clay Electric Coop, Inc",29,15138
2125,"Plateau Electric Cooperative",49,15141
2126,"City of Plattsburgh",37,15145
2127,"City of Plymouth",57,15159
2128,"Pointe Coupee Elec Member Corp",22,15175
2129,"City of Pocahontas",19,15180
2130,"Polk County Rural Pub Pwr Dist",32,15188
2131,"City of Pomona",20,15201
2132,"City of Ponca City",41,15202
2133,"Village of Plymouth",40,15203
2134,"Pontotoc Electric Power Assn",28,15211
2135,"City of Poplar Bluff",29,15229
2136,"Port Angeles City of",55,15231
2137,"City of Portland",26,15246
2138,"Portland General Electric Co",42,15248
2139,"Poudre Valley R E A, Inc",7,15257
2140,"The Potomac Edison Co",24,15263
2141,"The Potomac Edison Co",54,15263
2142,"The Potomac Edison Co",56,15263
2143,"Potomac Electric Power Co",10,15270
2144,"Potomac Electric Power Co",24,15270
2145,"Prairie Energy Coop",19,15291
2146,"Powell Valley Electric Coop",49,15293
2147,"Powell Valley Electric Coop",54,15293
2148,"City of Powell",58,15294
2149,"City of Plummer",16,15297
2150,"Plumas-Sierra Rural Elec Coop",6,15308
2151,"Plumas-Sierra Rural Elec Coop",33,15308
2152,"Prague Public Works Authority",41,15311
2153,"Village of Prairie Du Sac",57,15312
2154,"City of Pratt",20,15321
2155,"Public Utility District No 1",55,15327
2156,"Prentiss County Elec Pwr Assn",28,15334
2157,"City of Prescott",20,15336
2158,"City of Prescott",5,15337
2159,"Presque Isle Elec & Gas Coop",26,15340
2160,"Polk-Burnett Electric Coop",57,15344
2161,"Village of Polk",32,15346
2162,"Preston Public Utilities Comm",27,15348
2163,"City of Preston",19,15349
2164,"Village of Prague",32,15352
2165,"Price Electric Coop Inc",57,15356
2166,"Town of Princeton",25,15371
2167,"City of Primghar",19,15377
2168,"City of Princeton",57,15385
2169,"City of Princeton",21,15386
2170,"Princeton Public Utils Comm",27,15387
2171,"City of Princeton",17,15388
2172,"Prince George Electric Coop",54,15410
2173,"PUD No 3 of Mason County",55,15419
2174,"Prospect Corporation",40,15432
2175,"Town of Prosperity",47,15433
2176,"City of Providence",21,15443
2177,"Provo City Corp",51,15444
2178,"Proctor Public Utilities Comm",27,15460
2179,"City of Pryor",41,15462
2180,"Public Service Co of Colorado",7,15466
2181,"Duke Energy Indiana Inc",18,15470
2182,"Public Service Co of NH",34,15472
2183,"Public Service Co of NM",36,15473
2184,"Public Service Co of Oklahoma",41,15474
2185,"Public Service Elec & Gas Co",35,15477
2186,"Puerto Rico Electric Pwr Authority",45,15497
2187,"Puget Sound Energy Inc",55,15500
2188,"City of Pulaski",49,15507
2189,"Purcell City of",41,15515
2190,"Borough of Quakertown",44,15541
2191,"Quincy City of",12,15566
2192,"City of Quitman",13,15573
2193,"City of Radford",54,15619
2194,"Radiant Electric Coop, Inc",20,15621
